supported_index,query_id,query_id_s,model_id,model,benchmark_label,result_status,status,native_or_fallback,candidate_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_tanimoto,formula_accuracy,failed_prediction_count,missing_candidate_spectra,predicted_spectrum_count,ranked_rows,candidate_spectra_count,claim_guardrail
97,135,135,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,6577,486.0,False,False,False,0.0020576131687242,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
98,136,136,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9626,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
99,137,137,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,8774,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
100,138,138,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,8939,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
101,139,139,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,631,13.0,False,False,False,0.0769230769230769,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
102,140,140,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9134,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
103,142,142,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9236,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
104,143,143,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,8691,265.0,False,False,False,0.0037735849056603,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
105,144,144,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9540,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
106,145,145,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,316,7.0,False,False,True,0.1428571428571428,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
107,146,146,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,1277,200.0,False,False,False,0.005,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
108,147,147,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,4034,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
109,149,149,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9235,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
110,150,150,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,7703,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
111,151,151,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,1793,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
112,155,155,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9273,2545.0,False,False,False,0.0003929273084479,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
113,156,156,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,8995,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
114,157,157,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,6956,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
115,158,158,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,3729,5.0,False,True,True,0.2,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
116,159,159,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9633,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
117,163,163,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,361,30.0,False,False,False,0.0333333333333333,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
118,164,164,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9014,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
119,165,165,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,631,51.0,False,False,False,0.0196078431372549,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
120,166,166,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,6879,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
121,169,169,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,4670,122.0,False,False,False,0.0081967213114754,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
122,170,170,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,8301,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
123,171,171,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,1728,295.0,False,False,False,0.0033898305084745,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
124,172,172,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,1959,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
125,173,173,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,8918,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
126,176,176,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,2390,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
127,177,177,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,336,20.0,False,False,False,0.05,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
128,178,178,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,2608,853.0,False,False,False,0.0011723329425556,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
129,179,179,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,8960,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
130,180,180,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,6387,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
131,181,181,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9633,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
132,185,185,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,6320,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
133,186,186,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9661,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
134,187,187,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,8418,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
135,188,188,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,6643,185.0,False,False,False,0.0054054054054054,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
136,189,189,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,3839,826.0,False,False,False,0.0012106537530266,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
137,190,190,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9134,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
138,191,191,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,1876,1.0,True,True,True,1.0,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
139,192,192,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,735,153.0,False,False,False,0.0065359477124183,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
140,193,193,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,7937,889.0,False,False,False,0.0011248593925759,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
141,194,194,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,9378,2318.0,False,False,False,0.0004314063848144,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
142,195,195,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,1274,252.0,False,False,False,0.0039682539682539,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
143,196,196,fragannotator,FragAnnotator,Frozen fixed evidence-fusion FragAnnotator,completed,completed,formal_fixed_component_score_mode_full_supported_candidate_set,4522,875.0,False,False,False,0.0011428571428571,,,,,,,,"Primary method for Section 3.2; fixed evidence-fusion configuration, not a trained neural checkpoint claim."
